gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ZFP69B,135.0623553,0.17109035,0.115561674,1.480511175,0.138736881,0.387231936
TMEM202,0.369236685,-0.640053378,1.054391133,-0.607036002,0.54382702,0.771038076
SOWAHD,66.68707652,0.256533258,0.140169995,1.830158151,0.067226294,0.263309239
RP11.24M17.5,0.309021911,-0.58392185,0.483161319,-1.208544282,0.226837973,0.504207243
ZFP69,275.7462331,0.069863174,0.08005214,0.872720874,0.382815237,0.652424443
HELT,1.571728937,1.691935592,0.477377121,3.54423268,0.000393758,0.011910677
ZCCHC16,0.349657589,1.066966046,0.828783111,1.287388741,0.197958827,0.471033174
TMEM220,245.5715689,0.031584262,0.170499279,0.185245723,0.853036308,0.937726923
C2orf78,0.222878344,-0.509208373,0.609771935,-0.835080042,0.403672643,NA
HIST1H1C,2645.433778,-0.304328811,0.187754879,-1.620883642,0.105042596,0.335606401
TMEM256.PLSCR3,31.6165372,0.035351439,0.111939882,0.315807367,0.752148726,0.888203598
EIF4EBP1,3110.119892,-0.355651268,0.174948943,-2.032886063,0.042064035,0.203838471
OR7E25P,0.208271642,0.309512551,0.938114547,0.329930446,0.741452518,NA
P2RX2,12.02391789,0.283413367,0.297906047,0.951351507,0.341425968,0.618227444
ASCL4,2.556741889,0.215393297,0.46642185,0.461799328,0.644225233,0.830918011
OR6C75,0.072337284,0.053053466,1.866375013,0.028425941,0.977322435,NA
CCDC157,148.154754,0.27155033,0.115002784,2.361250048,0.018213445,0.12699283
TTC24,16.33263895,0.423453212,0.222780304,1.900765926,0.057332679,0.240230272
FAM122A,1065.861965,0.119568089,0.070106627,1.705517645,0.088097924,0.304543019
PALM3,339.7815743,0.061932573,0.263656044,0.234899122,0.814287031,0.921405988
RNFT1P3,3.552787302,0.19290474,0.319388635,0.603981228,0.545856123,0.772225117
GFRAL,0.210246751,0.116734194,0.648566652,0.179987968,0.857162014,NA
C1orf168,79.06432305,1.071177573,0.292325968,3.664325747,0.000247991,0.00883468
CXXC1P1,0.947168256,0.326142796,0.436080509,0.747895833,0.454522991,0.710962166
OR5H7P,0.007651423,0.066648,2.902577895,0.022961658,0.981680858,NA
SHISA7,3.161036312,0.045072682,0.29079966,0.154995648,0.876824748,0.948781156
AC097382.5,1.404149694,0.334903491,0.256053549,1.307943171,0.190892585,0.461849152
LRRC74B,12.58404682,1.454437879,0.340334612,4.273552636,1.92E-05,0.001529645
DMBT1,6224.160515,0.432919977,0.352220867,1.229115074,0.219028664,0.49536055
CLEC17A,29.86158582,0.300489095,0.230799191,1.301950384,0.192933347,0.464498084
OR51I2,0.157138064,0.256217841,1.531904988,0.167254394,0.867169887,NA
LCN10,3.811639703,-0.026681287,0.33523348,-0.079590161,0.936563221,0.9763085
LDLRAD2,91.62859107,-0.043501848,0.137493975,-0.316390943,0.75170579,0.88805766
C2orf66,8.234656472,0.046961961,0.274073802,0.171347867,0.863950245,0.942638951
OVCH1,11.65372743,0.328502362,0.282837636,1.161452087,0.245458097,0.525646976
ARHGAP11B,246.0432038,-0.011110158,0.146808678,-0.075677799,0.939675439,0.977596083
HS6ST1P1,23.72698797,0.128158039,0.206684836,0.62006503,0.535214974,0.766790378
PMS2CL,293.6683481,-0.019421226,0.084865958,-0.228845893,0.818988696,0.924002833
CYHR1,2750.766065,-0.101518074,0.082125961,-1.236126464,0.216411559,0.492372064
COL14A1,2333.692742,0.512228709,0.21336534,2.400711891,0.016363214,0.119628221
DNER,281.238308,-1.124657659,0.293068484,-3.837525081,0.000124281,0.005488807
CPSF4L,5.026885136,0.72875444,0.275908057,2.641294519,0.008258989,0.078669481
KLHL17,350.6117641,-0.006923762,0.119845689,-0.057772307,0.953929997,0.983250222
ZCCHC13,0.093480511,0.33018801,1.717373815,0.192263331,0.84753594,NA
AC008079.9,0.244385086,-0.269514317,0.812403039,-0.331749519,0.740078406,NA
PLA2G2C,16.80718256,-0.096050028,0.294943815,-0.32565534,0.744685137,0.884025832
ANKRD19P,54.06705788,-0.26665775,0.176422631,-1.511471339,0.130668406,0.375396396
ZSCAN23,35.13064777,0.301654544,0.240292388,1.255364544,0.209346454,0.484815792
KCTD9P3,0.566421706,0.356498211,0.345632561,1.031436998,0.302335938,0.583062753
RINL,797.0707248,0.182575825,0.133452559,1.368095348,0.171282233,0.434793707
C17orf99,19.79079644,-0.229423205,0.34998105,-0.655530363,0.512126344,0.753017696
HNRNPA1P61,1.743024615,0.408407674,0.245685279,1.662320495,0.096448531,0.320149445
OR7D2,5.083085831,0.508182406,0.320151314,1.587319447,0.112440313,0.34660284
TPRG1,483.0774443,-0.165091082,0.235587986,-0.700761887,0.483451627,0.733623767
RP11.43F13.1,727.9847791,0.251391355,0.16740025,1.50173823,0.133164727,0.378232011
C1orf204,78.52807645,0.290377118,0.152645504,1.902297218,0.057132309,0.240003068
MORN2,669.4570496,0.122194806,0.100979881,1.210090613,0.226244125,0.503439409
RTP5,4.564824221,0.135357679,0.253895271,0.533124068,0.5939477,0.802014069
MEIS3P2,63.70040805,-0.072716604,0.230935477,-0.314878445,0.752853948,0.888574519
S100A3,99.80902378,-0.165772554,0.1886112,-0.878911506,0.37944926,0.650117837
UBQLN2,3127.461221,-0.109242535,0.072273244,-1.511521114,0.130655733,0.375396396
RILPL1,452.6660187,-0.181847514,0.083819104,-2.169523475,0.030042964,0.167579103
CTSL3P,1.154093024,0.512285856,0.638389399,0.802466107,0.422283387,0.683619873
C19orf67,4.025682355,0.528746035,0.265275434,1.993196379,0.046239948,0.215157307
ZNF490,69.98759806,0.328213282,0.096877058,3.387936109,0.000704207,0.0173559
CLCN1,14.7369798,0.134280472,0.267570845,0.501850164,0.615772924,0.814489346
NRN1L,0.709478446,-0.163007307,0.346352347,-0.470640112,0.637897758,0.827459499
NWD1,187.5000484,1.117400742,0.294645991,3.792350056,0.000149228,0.006186194
ARL4C,5286.78864,-0.163987051,0.131357783,-1.248399964,0.211884622,0.487783069
RNF133,7.962606759,0.605924309,0.224350297,2.700795666,0.006917382,0.070487739
TMEM221,44.9001602,-0.314169243,0.221576127,-1.417883992,0.156224637,0.412274278
TREML4,14.82616076,0.08422229,0.294212036,0.286263918,0.774675991,0.900694167
RAB42,432.2748985,-0.132030484,0.162424874,-0.81287109,0.416291971,0.67862772
WNT7B,2574.061273,0.199470495,0.190391004,1.047688653,0.294782077,0.575615575
C11orf95,922.5170805,0.066436089,0.108786154,0.610703538,0.541395864,0.770223256
SCGB1C1,0.208061445,0.324701511,0.777485771,0.417630166,0.676217538,NA
RP5.1119A7.11,0.453568736,0.346026072,0.41048117,0.842976725,0.399241461,0.665037831
PRSS45,49.21927256,-0.129231207,0.249310268,-0.518354932,0.604210653,0.808213722
PLA2G4E,173.5526162,0.355396424,0.28774736,1.235098814,0.216793731,0.492728961
GPR89B,161.3851487,0.112053824,0.086221505,1.299604137,0.193736681,0.465580641
MESP2,86.43347957,0.49418223,0.258332651,1.912968521,0.055752082,0.237642398
FAM25A,4.217168239,-1.437818254,0.541796797,-2.653796152,0.007959189,0.077276888
ALOX15P2,20.77590351,-0.151791984,0.463532321,-0.327467962,0.743313971,0.883517957
EYS,146.8868845,-0.231590793,0.223820627,-1.034716042,0.300801542,0.581394525
C6orf132,2171.174912,0.15212838,0.128478536,1.184076224,0.236382891,0.515313007
DAZ1,0.146483115,-0.596878929,1.984784764,-0.300727283,0.763622463,NA
OR2AG2,1.542936406,-0.249071877,0.336830391,-0.73945785,0.459629025,0.714961063
MAPK12,667.4114874,-0.494882223,0.170389755,-2.904413018,0.003679424,0.048880334
TMEM215,12.12378977,0.27853928,0.372787466,0.747179842,0.45495501,0.711147432
NUTM2G,12.15840668,0.216538683,0.135484068,1.598259383,0.109985263,0.343280492
COL4A5,1876.600675,0.208311769,0.266429182,0.781865438,0.434293659,0.694078361
KRTAP10.6,0.185376787,0.507860039,1.426227769,0.356086209,0.721776005,NA
AGRN,20398.06921,-0.061458796,0.13577398,-0.452655187,0.650797053,0.835022921
NHS,770.823704,0.340489043,0.174860183,1.947207406,0.051509874,0.227656919
OTOG,5.699073107,0.01015508,0.381586131,0.026612812,0.978768555,0.99252067
FAM166A,5.501417914,-0.040505207,0.275783617,-0.146873144,0.88323215,0.95146199
TMPPE,129.2154296,-0.07832376,0.10775634,-0.726859877,0.467311798,0.722100269
ZNF626,521.4604918,0.676621108,0.222615402,3.039417316,0.002370363,0.037400877
HEPACAM2,41.50246432,1.900962742,0.334287114,5.686616865,1.30E-08,9.38E-06
SMTNL2,67.49292765,0.527568837,0.223235965,2.363278855,0.018114034,0.126784336
ZC3H6,709.031074,0.215832455,0.096915978,2.2270059,0.025946879,0.154408714
LINC00265,191.6044298,0.08426566,0.12773417,0.659695525,0.509449239,0.750812601
LAMTOR4,4023.986493,-0.059449044,0.133589988,-0.445011225,0.656311642,0.838651939
PRKAR1B,1276.942778,-0.452390377,0.11899027,-3.80191067,0.000143585,0.006050302
NUTM2B,12.948343,0.027586887,0.195332705,0.141230252,0.887688048,0.953551712
NCR3LG1,120.8268697,-0.01588709,0.213133358,-0.074540609,0.940580229,0.978096554
DCUN1D3,968.8272121,-0.173538769,0.100443417,-1.72772665,0.084037243,0.297961193
POTEE,5.119995339,0.10885425,0.284389036,0.382765284,0.701893804,0.862530687
AC002398.9,2.729367908,-0.130465551,0.235039849,-0.55507843,0.578841016,0.793328497
ZNF793,310.4596297,0.467763176,0.169962774,2.752150748,0.005920526,0.065173193
TUBB4B,17735.07739,-0.020779597,0.091962245,-0.225957916,0.821234152,0.925162802
AGAP4,69.17890621,0.124753062,0.118707541,1.050927861,0.293291723,0.574365582
PP7080,811.3159849,-0.000394827,0.107491901,-0.003673082,0.997069311,0.998876489
COMMD6,2900.955012,0.002258485,0.098151851,0.023010107,0.981642211,0.993129973
PLA2G2A,167.1999709,0.761816486,0.25520293,2.985140047,0.002834485,0.041945542
IL17REL,37.79378097,-1.14776854,0.311963647,-3.679174008,0.000233991,0.008401552
HYKK,215.2519228,-0.148970557,0.119932485,-1.242120159,0.214192232,0.490100675
OR7A5,18.67696048,0.197814273,0.407738335,0.48515005,0.627569911,0.821329926
C15orf62,135.9214413,0.198647767,0.16099732,1.2338576,0.217255971,0.493185926
FAM230A,0.94761041,0.715729358,0.50263537,1.423953427,0.154459954,0.410255729
RUFY4,51.92365368,0.810028638,0.228525246,3.544591465,0.000393222,0.011910677
ZNF383,451.1729205,0.260630412,0.092487276,2.818013708,0.004832175,0.057833902
HES4,373.1974323,-0.010191451,0.177257073,-0.057495316,0.954150637,0.983260318
IGFL1,49.98083534,-1.494862367,0.397720116,-3.758578729,0.000170881,0.006790576
ZNF669,306.3705992,0.19389184,0.086194317,2.249473594,0.024482381,0.150305833
C19orf35,32.83909477,0.184170412,0.152725555,1.205891258,0.227859422,0.505470384
LRRIQ4,26.99200109,0.30582424,0.267217348,1.144477489,0.252425668,0.532178867
CENPP,288.1622202,-0.014525476,0.123765732,-0.117362664,0.906572669,0.961165164
PLSCR1,4431.58601,0.075207338,0.115636371,0.650377883,0.51544816,0.754951162
OR7D1P,0.027702345,-0.030741464,2.488749275,-0.012352174,0.990144642,NA
C3orf62,386.870374,0.224213293,0.082683421,2.711707974,0.006693754,0.069371627
ENO4,19.54496171,0.70592199,0.187260116,3.769740222,0.000163418,0.006623858
ZNF559,472.9845094,0.252061453,0.084008331,3.000433994,0.002695952,0.040372874
SBK1,1537.084061,0.725171818,0.203170162,3.569283061,0.000357959,0.011276652
OR6C6,0.025048424,0.096090389,2.902577895,0.033105189,0.973590705,NA
BSPH1,0.101721956,0.330301912,2.90257324,0.113796237,0.909399322,NA
SLC38A3,31.34718677,0.302787469,0.25726926,1.176928286,0.239224131,0.518902146
OR6N2,0.043727968,-0.062450825,2.130051123,-0.029318933,0.976610227,NA
GTF2F2,1250.399707,-0.108912685,0.072021092,-1.512233183,0.130474552,0.375134904
FAM92A1,885.9325075,0.069224035,0.11518278,0.600992916,0.547844704,0.773731307
FOCAD,2194.878485,-0.059743457,0.101073084,-0.591091665,0.554459005,0.777888797
AC092171.2,4.214545074,0.26088749,0.198447999,1.314639051,0.188631239,0.459609111
PRR19,127.789057,0.542780431,0.162050907,3.349443961,0.000809739,0.01895975
ZP3,443.7573447,-0.559271964,0.165059102,-3.388313383,0.000703239,0.0173559
C10orf99,92.67664215,-0.81515678,0.700973812,-1.162891917,0.244873357,0.524666984
H3F3C,19.17203675,0.097853093,0.121440439,0.805770253,0.420375333,0.68276823
IFNA2,0.103164913,0.268850145,2.729083698,0.098512972,0.921524972,NA
AC018892.9,5.316318455,0.326130087,0.199888031,1.631563853,0.102771398,0.331837547
JAKMIP3,133.9182348,-0.46587556,0.286226817,-1.627644695,0.103600246,0.332887265
PPP3R2,0.528128581,1.189509737,0.450449403,2.640717758,0.008273061,0.078676032
GOLGA6L3,1.905399429,0.102069765,0.258633286,0.394650536,0.693100812,0.857940115
PDCD1,175.5596739,-0.052013619,0.197028299,-0.263990602,0.791787161,0.909720167
CLEC2A,3.778584873,1.982937386,0.620860205,3.193854867,0.001403867,0.026673468
GPR21,0.496413562,0.420290379,0.384184625,1.093980215,0.273963656,0.55412476
TCTEX1D4,15.35655938,0.607854041,0.248169328,2.449352004,0.014311351,0.110656652
ANKRD36P1,0.29012809,-0.969601412,1.409949807,-0.687685056,0.491651133,NA
IGHV1OR15.9,85.45989945,0.929868298,0.277692456,3.348554415,0.000812343,0.018970625
SELL,1048.888926,-0.285991731,0.198008514,-1.444340577,0.148643197,0.401112535
MAGEB5,0.14125371,0.416011834,1.266726847,0.328414792,0.74259806,NA
CHM,1424.531811,-0.097138548,0.080416921,-1.20793667,0.227071623,0.504542138
NANOS2,0.365943744,0.013671255,0.654492568,0.020888328,0.983334738,0.994071142
BLOC1S5,918.9968774,-0.032633756,0.070844304,-0.460640503,0.645056548,0.831566289
RP11.1396O13.14,0.050157395,0.184417554,2.902577895,0.063535781,0.949339868,NA
OR4P1P,0.054746181,-0.161332101,2.095841062,-0.07697726,0.938641636,NA
SRP72P2,4.49387932,-0.067524759,0.199946064,-0.337714868,0.73557807,0.880030433
CERKL,651.0785892,0.266415005,0.142705462,1.866887235,0.061917337,0.251083198
WASF4P,3.370495125,-0.011266076,0.202111861,-0.055741784,0.955547512,0.983808598
ACTBP11,10.10984378,-0.201141533,0.161116627,-1.248421945,0.211876576,0.487783069
SLC24A5,1.051952528,0.352538719,0.379525768,0.928892711,0.352944691,0.628744132
IER5L,723.9576343,0.028929394,0.153346219,0.188654105,0.850363924,0.936293491
H2AFX,2762.797284,-0.299469095,0.11874674,-2.521914239,0.011671816,0.097295447
INSC,16.79825853,-1.33647216,0.272194633,-4.90998718,9.11E-07,0.000159744
SERPINA5,212.6371962,-1.168069249,0.337223145,-3.463787307,0.000532627,0.014628454
C19orf54,901.0971586,0.145211011,0.10638312,1.364981692,0.172258804,0.435965116
LCTL,15.30903938,-0.064552163,0.130832049,-0.493397175,0.621731978,0.817493987
NCCRP1,502.5428715,-0.496520008,0.323081448,-1.536826121,0.124335895,0.365788182
KRTDAP,24.29653285,0.18399562,0.39300631,0.468174721,0.639659648,0.828426206
C22orf34,83.18362716,0.383817524,0.15115255,2.539272568,0.011108324,0.094591893
RP1.273G13.2,2.400414867,-0.649255422,0.260413219,-2.493173823,0.012660685,0.102533061
COL25A1,106.8734764,0.638683757,0.38053838,1.678368835,0.093275118,0.314336058
FAM83G,1720.170021,-0.236658936,0.13314419,-1.777463489,0.075492013,0.281302209
C9orf171,38.35659847,0.736466147,0.298571851,2.466629541,0.013639138,0.107789378
AC010969.1,2.139482796,0.041209034,0.49441099,0.083349754,0.93357344,0.974752133
SRSF10,4768.327963,0.023549854,0.049240343,0.478263407,0.632462738,0.824126328
HBA2,339.4899634,0.276044879,0.252539199,1.09307735,0.27435984,0.554557123
DUSP28,209.0914046,0.118902945,0.079305515,1.499302348,0.133795214,0.379242377
C15orf52,621.6182098,-0.119221733,0.163583045,-0.728814732,0.466114999,0.720916398
NBR1,8361.018381,-0.118449735,0.07792405,-1.520066453,0.128494275,0.372968742
OR2G6,0.125602889,0.358211937,2.674360998,0.133943001,0.893447647,NA
RALGAPA2,3631.222406,0.369619002,0.137415565,2.689789915,0.007149701,0.072089858
NDOR1,652.6192203,-0.088289028,0.086608342,-1.019405585,0.308010456,0.588407071
FBLL1,21.94657523,0.746770916,0.321463262,2.323036574,0.020177188,0.134861761
NKAIN2,246.6974117,0.43847548,0.413376216,1.060717725,0.288818202,0.568979574
KRTAP1.1,0.788305193,-0.228242959,0.685101785,-0.333151897,0.739019626,0.881398579
PAQR9,4.023222461,0.417526891,0.526188096,0.793493609,0.427490292,0.688090786
LINC00083,0.212119115,-0.549775887,1.031416663,-0.533029867,0.594012905,NA
CFAP54,116.692179,0.836300359,0.202593381,4.127974734,3.66E-05,0.002490797
NPIPP1,94.88911416,0.169784955,0.136964055,1.239631487,0.215111729,0.490945688
CLN3,1256.129216,-0.102805994,0.08915945,-1.153057742,0.248886685,0.529025125
FAM72B,73.72612404,-0.368516452,0.179308928,-2.055204137,0.039859292,0.198155759
ASAH2,45.5924182,-0.133074395,0.132543108,-1.004008406,0.315374562,0.595190987
SUMO2,9895.41347,-0.045886254,0.081552725,-0.562657514,0.57366812,0.790038701
NANOS1,180.4167817,-0.277182265,0.16283522,-1.702225508,0.088713103,0.306057688
HMX3,0.686239605,1.499951277,0.767289558,1.954869921,0.050598426,0.225431188
IGFL3,9.149223767,0.107143669,0.399952601,0.267890918,0.788783285,0.908295904
GOLGA8M,3.653125104,0.381464604,0.234412235,1.62732378,0.10366835,0.332916454
ZNF177,1.127155701,0.447740367,0.339558195,1.318596854,0.187303926,0.457603986
LDOC1L,2408.031651,0.111751241,0.086876552,1.286322238,0.198330625,0.471108463
DPYD,2770.984403,0.147861355,0.161426646,0.915966223,0.359684611,0.635167712
S100A16,13403.46544,-0.519771981,0.152925636,-3.398854463,0.000676687,0.016954359
RP11.361A23.2,0.104921758,0.048161021,1.200847323,0.040105865,0.968008726,NA
PTAR1,2023.248604,0.137281118,0.081092011,1.692905579,0.090473441,0.309376458
CC2D2B,3.398220258,0.541655259,0.19062461,2.841476031,0.004490523,0.055417547
RNASE9,0.06826517,-0.06995029,1.727288192,-0.040497174,0.96769676,NA
TSPY7P,0.010983444,0.096090389,2.902577895,0.033105189,0.973590705,NA
FAM154B,119.5922004,0.719438442,0.226278688,3.179435277,0.001475623,0.027436664
LINC00319,2.503255985,-1.022273103,0.408318618,-2.503616193,0.012293131,0.100550092
HILS1,1.877423472,0.350733223,0.284600989,1.232368252,0.217811555,0.494009864
OR7E90P,0.409677746,0.026697399,0.659575833,0.040476618,0.967713148,0.987915588
RHCE,94.57736882,0.206947749,0.220752538,0.937464869,0.348519487,0.624748988
C2orf80,1.380559252,-0.088200262,0.396674585,-0.222349162,0.824042084,0.92620949
IDO2,19.71496197,0.106519651,0.217088946,0.490672847,0.623657854,0.818618255
PARVB,1474.900012,-0.272039795,0.120556757,-2.256528805,0.024037533,0.14877659
TEKT4P2,109.7246845,-0.089710543,0.16870348,-0.531764629,0.594889024,0.802251536
SLC4A5,113.4842491,0.423009693,0.188877385,2.239599485,0.025116936,0.152203627
UROS,2007.796546,-0.124779754,0.082709419,-1.508652293,0.131387663,0.376100278
OR56A5,1.576802079,0.872767203,0.67323345,1.296381223,0.194844178,0.467134307
CYP51A1.AS1,11.40798159,0.033352884,0.153709529,0.216986445,0.828218908,0.927275766
KRTAP24.1,0.015741406,-0.119066041,2.902577895,-0.041020791,0.967279321,NA
ZDHHC9,9125.424527,-0.045598373,0.134110873,-0.340005041,0.733852732,0.879398359
ZBED6CL,707.2980363,0.088388083,0.133350273,0.662826409,0.507441738,0.749401731
QRFP,21.90631682,-0.119286734,0.174625072,-0.68310199,0.494542398,0.740313609
OR13D3P,0.291236909,0.856306784,0.752371847,1.138143045,0.255060757,NA
DUPD1,0.606890023,-0.376945848,0.506755467,-0.7438417,0.456972249,0.712651661
SMIM15,3463.285692,-0.167991976,0.077156245,-2.177295891,0.029458498,0.165490166
OSTN,3.549675112,1.391357892,0.407402313,3.415193891,0.000637366,0.016350999
VWC2,21.60408011,0.810468306,0.358601102,2.260083146,0.023816091,0.148008688
FAM221A,413.5915659,0.39595412,0.148783663,2.661274184,0.007784554,0.076052631
TMEM120B,904.7985686,-0.175494331,0.096115365,-1.825871756,0.067869581,0.264627729
FSIP2,122.2217675,-0.931806481,0.278889147,-3.341135686,0.000834364,0.019313206
RBM34,99.39633049,-0.007596769,0.08619201,-0.088137746,0.929767196,0.973055003
NOXA1,482.8541894,-0.143781056,0.162399546,-0.885353806,0.375965838,0.647452313
RP11.51L5.6,0.489206515,0.69808761,0.41220176,1.693558055,0.090349294,0.309080693
TMEM198,182.6588102,0.042839777,0.140822085,0.304212061,0.760966337,0.892893276
BCL2L15,638.1483938,-0.25932798,0.288439628,-0.899071956,0.368614334,0.641904818
FZD9,122.9482435,0.018162354,0.291089112,0.06239448,0.950248691,0.98151289
TMSB4XP2,11.11861827,0.013518609,0.179470218,0.075325083,0.939956065,0.977596083
SPRED3,163.1684413,-0.227943054,0.166288435,-1.370769134,0.170446936,0.433904627
OPTC,0.518233121,0.043806231,0.513304297,0.085341642,0.931989787,0.973990291
PLET1,1.012389358,0.279940392,0.357056227,0.784023272,0.433026455,0.693207174
ADRB3,8.897688073,0.051700942,0.267625771,0.193183719,0.846815089,0.935038878
SKOR1,17.94196885,0.450252229,0.169767738,2.652166037,0.00799772,0.07734844
CATSPER4,1.443460132,0.479497347,0.32882299,1.458223303,0.144779003,0.395483644
PRELP,3935.429031,0.076330351,0.193155327,0.395176009,0.692712997,0.857940115
PLA2G2E,0.036275075,0.118734468,2.174448699,0.054604401,0.956453633,NA
ZNF548,534.4696225,0.238269861,0.085941611,2.772462115,0.005563399,0.063107218
MTF1,1169.914066,0.077613683,0.084582422,0.917610077,0.358823041,0.634219842
TMCO2,0.932884037,1.080954673,0.362913497,2.978546355,0.002896192,0.042396906
ZNF322P1,3.318795701,0.894796661,0.224565284,3.984572521,6.76E-05,0.003618618
SHISA6,63.25789974,-0.076715889,0.30795762,-0.24911184,0.803274271,0.915389398
TMEM201,1086.334672,0.030952672,0.108264906,0.285897559,0.774956583,0.90090555
NHLRC3,1479.283097,0.128724749,0.087173528,1.476649541,0.139769604,0.388390857
HMX2,6.15063889,0.26455254,0.476545445,0.555146509,0.578794453,0.793328497
SNTN,153.9100074,0.592924568,0.30372,1.952207853,0.050913532,0.226146155
ZDHHC11,247.4477414,0.07462397,0.219843848,0.339440794,0.734277692,0.879513075
FAM26F,487.7426121,0.431804029,0.194749192,2.217231422,0.026607281,0.155845499
CNR2,38.2752777,0.309107516,0.255049433,1.211951396,0.225530987,0.502590496
LINC00910,177.3037523,-0.002029318,0.115771109,-0.017528709,0.98601483,0.994973666
SLX4,644.1913952,0.003603407,0.09289085,0.038791838,0.969056352,0.988567554
GLRA4,1.064445339,-0.379735692,0.436629943,-0.869696862,0.384466087,0.65402168
DPPA3P2,12.04767692,0.086971092,0.393592415,0.220967398,0.825117818,0.926560732
ENTPD8,198.3765118,-0.170917601,0.291598339,-0.586140516,0.557781092,0.779321595
RPL14,25250.39524,-0.07690687,0.115201064,-0.667588195,0.504396495,0.747436191
BEND4,38.88884036,0.528003807,0.30800506,1.714269911,0.086479166,0.301847637
RP11.159F24.2,2.309793269,0.132977202,0.362897238,0.366432114,0.71404266,0.87030659
RPSAP47,17.13231956,-0.110470015,0.234522272,-0.471042746,0.637610209,0.827344037
FAM78B,79.01058758,-0.107697046,0.153899377,-0.699788709,0.484059267,0.734034111
ZNF563,110.6677925,0.319469027,0.104233565,3.064934281,0.002177178,0.035147172
TMC3,6.814493644,0.491992392,0.178644647,2.754028175,0.00588667,0.065074461
RPL10AP2,18.4866805,-0.06350691,0.16790539,-0.378230326,0.705259499,0.86496938
POTEA,0.167512439,0.521626812,1.816678457,0.287132161,0.774011127,NA
FBF1,290.6098591,0.003635942,0.129693139,0.028034958,0.977634269,0.991881693
KLRG2,239.6946136,0.339051589,0.275136353,1.232303857,0.217835599,0.494009864
ASTL,12.81073986,0.920772095,0.252805023,3.642222305,0.000270294,0.009319795
MSL1,4301.923538,-0.040686405,0.075090631,-0.541830638,0.587935183,0.799619826
CTD.3088G3.8,71.43657693,-0.188881083,0.188710615,-1.000903327,0.316873548,0.596334149
LRRK2,3160.734566,0.55057468,0.248967852,2.211428809,0.027006157,0.157374033
BSX,0.430867264,0.190658477,0.709159774,0.26885123,0.788044169,0.907960687
GJB3,1154.788309,-0.744828679,0.289100418,-2.576366663,0.009984471,0.088536761
FAM196A,71.47475757,-1.63519757,0.260306746,-6.281810202,3.35E-10,4.07E-07
TRMT2B,1290.978355,-0.038107396,0.07718101,-0.493740573,0.621489407,0.817301138
PTPLAD2,984.1470059,-0.086809725,0.130694705,-0.664217607,0.506551046,0.749168173
CFAP126,0,NA,NA,NA,NA,NA
USP32P1,30.93153932,0.071768383,0.319228091,0.224818508,0.822120467,0.92559287
NYX,0.692458874,0.101286093,0.505390637,0.200411494,0.841158771,0.932837649
FAM120AOS,2741.056712,0.087164133,0.071188974,1.224404961,0.220799499,0.497241437
UTS2B,10.23529897,0.833333436,0.20901032,3.987044448,6.69E-05,0.003618618
C9orf152,1070.683174,0.433960055,0.279691214,1.551568418,0.120765525,0.360545338
NOC2L,4740.747691,-0.152921935,0.080729303,-1.894255616,0.058191089,0.242717921
MSANTD1,39.35693714,-0.038692476,0.180036422,-0.214914713,0.829833813,0.92808687
AADACL3,0.284713548,-0.487953784,0.783360312,-0.622898272,0.533351374,NA
DHFRP1,18.20195935,-0.307370205,0.142566149,-2.155983083,0.031084986,0.171057472
NELFB,3940.263879,-0.10038809,0.060894404,-1.648560192,0.09923777,0.325791382
SLC15A5,2.855813102,0.999014845,0.386980862,2.581561369,0.00983545,0.087747774
LIPI,2.94995838,0.536986075,0.257761012,2.08327113,0.037226517,0.190252638
LRRC66,34.25993075,-1.772613232,0.266653938,-6.647616921,2.98E-11,4.94E-08
ZNF292,1958.574326,0.110215547,0.098141312,1.123029076,0.261425146,0.542109443
HUS1B,7.403451518,0.169208915,0.192287696,0.879977857,0.378871305,0.650043515
KCTD21,672.7224232,-0.244915921,0.088335035,-2.772579663,0.005561391,0.063107218
SBSN,263.3116022,-1.187551327,0.42379735,-2.802167889,0.005076045,0.059312659
PROSP,1.908079308,1.483552202,0.412689055,3.594842618,0.000324588,0.010572286
ADAT2,330.6320489,0.107873623,0.117309029,0.919567947,0.357798583,0.63306297
KIR2DL4,43.36219828,0.369025044,0.284756648,1.295931268,0.194999166,0.467370776
FAM35DP,8.627202282,0.186833451,0.147684914,1.265081493,0.205842117,0.480619297
MAGEB16,2.435795353,-0.414242314,0.882134162,-0.469591058,0.638647215,0.827818305
VHLL,0.384985414,0.261249128,0.436426605,0.598609536,0.549433295,0.77519054
DUSP21,0.064133547,0.150442306,2.273258699,0.06617914,0.947235204,NA
ZNF567,386.5775334,0.177132913,0.093175694,1.90106352,0.057293693,0.240183167
NDUFA4,9707.110761,-0.091337861,0.122983315,-0.742684985,0.457672422,0.713252484
ANKDD1B,103.5815093,0.471941822,0.224682238,2.100485673,0.03568614,0.185510221
ALKBH2,727.3914878,0.099223606,0.117062768,0.847610287,0.396655044,0.663293815
RNFT1,839.7464187,0.054533328,0.101871336,0.535315721,0.592431557,0.801366545
RNF222,10.06410398,-0.176769826,0.302912177,-0.583567909,0.559511056,0.780579873
CGB5,2.746425411,-0.255004652,0.47402569,-0.537955343,0.590607879,0.800705351
RELN,149.3592029,0.406417883,0.217987668,1.86440768,0.062264475,0.251862814
FAM111B,687.9893477,0.104105986,0.155741194,0.668455038,0.503843173,0.746858958
